artist,id,name,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,popularity
MOTi,4xblZ5aDqVsLysb18oD3v1,Instagram DJ,0.635,0.947,5.0,-5.424,0.0,0.0348,0.0016699999999999,0.0278,0.431,0.4039999999999999,128.04399999999998,49
Cityzen,5Yhw7mTilZeYa6hWKW3ntC,Crunk,0.907,0.7759999999999999,0.0,-5.808,1.0,0.0963,0.0010199999999999,0.00536,0.0854,0.785,122.977,48
Julian Jordan,3y4QmC8lSWMwsTpR3jYjju,Next Level,0.625,0.939,8.0,-4.06,1.0,0.107,0.0076799999999999,0.888,0.0963,0.258,126.03,51
Teamworx,3SxAxyeh34rUuWZcR4gzCP,Louder,0.535,0.939,6.0,-5.631,0.0,0.0551,0.000504,0.155,0.318,0.148,126.006,47
Henry Fong,6VWkAPfYuoGtGgC9zQt5Gn,Rave Tool,0.569,0.995,2.0,-2.332,1.0,0.0573,0.00124,0.7390000000000001,0.222,0.248,150.08100000000002,49
The Bloody Beetroots,2TJuOoxOboVx3aqedQ3MjV,Warp 1.9 (feat. Steve Aoki) - QUIX Remix,0.659,0.951,10.0,-3.127,0.0,0.158,0.0038299999999999,0.017,0.3339999999999999,0.5429999999999999,126.097,55
Eli Brown,641bVG01vykqn8c7fjSRPT,Better When,0.715,0.883,3.0,-6.256,1.0,0.0496,0.00124,0.365,0.0928,0.846,125.014,54
KSHMR,4nyqcnj3pTl72hFsJCO0S5,The People - Dimatik Remix,0.628,0.987,6.0,0.427,0.0,0.184,0.00114,0.677,0.324,0.1639999999999999,155.003,55
KAAZE,5b61rcrjF6JG7yq0RRaOLh,People Are Strange - Festival Mix,0.636,0.912,11.0,-5.671,0.0,0.091,0.0022199999999999,0.0269,0.598,0.0765,127.963,48
Alok,0sfgF2kM3yrZbkLmAbjSo6,Vale Vale,0.475,0.8959999999999999,1.0,-5.696000000000001,0.0,0.0765,0.000332,0.0734,0.429,0.305,133.998,58
Andrew Rayel,3yLNmodRNL5N6zv1WZsYWt,"Kick, Bass & Trance",0.66,0.925,6.0,-4.524,0.0,0.0776,0.000513,0.335,0.362,0.0925,139.985,49
Toby Green,5nwyekHR6MQTKFVvBhdfHz,Ready,0.65,0.921,2.0,-3.836,1.0,0.0524,0.000103,0.54,0.0719,0.298,123.984,56
SaberZ,4dqhVztW1tanwJHpi8a7Fr,Take On The World,0.624,0.912,4.0,-5.221,0.0,0.039,0.00264,0.0179,0.524,0.0934,130.05200000000002,36
BROHUG,2sffCCw9jfUxNq5c8glfOJ,Shatter,0.6940000000000001,0.932,8.0,-4.802,0.0,0.129,0.0067,0.0385,0.0254,0.407,124.968,44
On Deck,2k11CoTdPRyYpNKjdOXBr6,Just a Groove,0.7090000000000001,0.969,0.0,-3.665,0.0,0.0967,0.000508,0.647,0.0292,0.894,125.037,56
Cloverdale,6k5xdn5vcqEsmpFbc6h4x3,Octane,0.705,0.964,0.0,-5.714,1.0,0.0483,0.00122,0.536,0.23,0.41,123.985,47
Axwell /\ Ingrosso,6Bz6Rsp8GyeK4yL7APYYX3,Dreamer - Matisse & Sadko Remix,0.514,0.878,10.0,-4.498,1.0,0.038,0.0271,0.000356,0.142,0.249,125.988,62
JOYRYDE,1wAIjMwxC3KjRqHpaMkFvC,MADDEN,0.743,0.943,2.0,-1.966,1.0,0.296,0.0254,0.0703,0.402,0.177,127.978,61
Signum,4OJHPI5VYfAduf3vw40x5f,Coming On Strong - Gareth Emery & Ashley Wallbridge Remix,0.617,0.951,3.0,-4.47,0.0,0.0511,0.0017399999999999,0.285,0.185,0.344,131.023,50
Hardwell,7sV8l9oBVkyNlHXgZQZg6a,Bigroom Never Dies,0.715,0.948,8.0,-4.887,1.0,0.0532,0.000732,0.0206,0.315,0.165,129.969,60
Danny Ores,5XnFu6T79qG4uBzojCqDHz,Ouch - Thomas Gold Edit,0.6459999999999999,0.961,5.0,-5.722,0.0,0.071,0.0425,0.54,0.326,0.365,126.012,40
Fatum,6m8h4w72x6eiklwYIs4YSy,Outlaw,0.49,0.892,7.0,-6.847,1.0,0.0325,0.000153,0.0019199999999999,0.317,0.217,126.014,48
RetroVision,7HbGgElHEx4fpyzHYtfiox,Get Down,0.736,0.982,7.0,-2.906,1.0,0.143,0.000315,0.85,0.407,0.767,128.056,60
Brooks,6Gw2dHX6FsQcIuiWxe0vWk,Boomerang,0.652,0.951,9.0,-3.083,0.0,0.0556,0.0074,0.133,0.0617,0.37,128.061,62
Magnificence,07n1ONbRLo0jtVPhz3viSv,Fire,0.76,0.8240000000000001,11.0,-4.898,0.0,0.0714,0.000182,0.779,0.037,0.263,126.009,53
Cö Shu Nie,5v26p5syXWqOpAWNzQlZ2E,bullet - Slushii Remix,0.547,0.942,1.0,-2.334,0.0,0.142,0.149,3.09e-05,0.1009999999999999,0.222,172.032,36
No Mana,2Wq7wZdwNX2B1u1Ya6KXcK,Bad Things,0.6409999999999999,0.984,11.0,-5.867000000000001,0.0,0.0503,0.00107,0.866,0.385,0.342,129.952,50
Knife Party,7Mcbk8CghT5wE6j4WfG2uQ,Harpoon,0.568,0.931,4.0,-7.077000000000001,0.0,0.0481,0.0004219999999999,0.665,0.14,0.042,128.00799999999998,53
Tiësto,7JniA7Gc0P3mmmYdGPUdSq,Dawnbreaker,0.315,0.8909999999999999,9.0,-3.487,0.0,0.0568,0.000641,1.25e-06,0.41,0.119,126.022,50
Arno Cost,4wTfBhDDO7hXQoCLCaGscc,Return - Original Mix,0.613,0.917,7.0,-5.832999999999999,1.0,0.0796,0.000874,0.925,0.185,0.588,125.995,43
JOYRYDE,35JPDRlJ0mYEVktwBNYzoZ,FUEL TANK,0.645,0.985,7.0,-2.07,1.0,0.4539999999999999,0.0208,2.92e-06,0.437,0.382,124.898,49
John Christian,56bbA3AsxggZV2QQPVHO3l,Back To The Oldskool,0.723,0.955,1.0,-3.384,1.0,0.114,0.00409,0.0202,0.0909,0.16,128.08700000000002,46
Martin Garrix,20hsdn8oITBsuWNLhzr5eh,Byte,0.597,0.931,7.0,-4.026,0.0,0.0329,0.000636,0.821,0.0593,0.267,128.031,61
Vicetone,5xFZiW98mwT5S3mh8O9BUt,United We Dance - Vicetone Edit,0.594,0.65,10.0,-5.073,1.0,0.0404,0.0139999999999999,0.0142,0.267,0.106,126.0,55
twoloud,5J8hacFS9jbJxxJPbAKrQ3,Perfection,0.562,0.929,4.0,-2.899,0.0,0.0336,0.00107,0.488,0.601,0.2789999999999999,127.937,51
Nightcrawlers,1EWsVHU4FNAdtN4R8FETag,Push The Feeling On - Mk Dub Revisited Edit,0.8,0.502,6.0,-13.298,0.0,0.032,0.0308,1.19e-05,0.211,0.8079999999999999,123.041,71
Stardust,1mv4lh1rW1K6xhxhJmEezy,Music Sounds Better With You - Radio Edit,0.7290000000000001,0.662,5.0,-7.191,0.0,0.337,0.00128,0.208,0.305,0.359,124.149,64
Ian van Dahl,2EhlTKxStybQpKktuuanws,Castles In The Sky - Peter Luts Radio Edit,0.6579999999999999,0.947,0.0,-6.922000000000001,0.0,0.0445,0.252,0.13,0.142,0.412,139.997,53
Dave Armstrong,4DAELRHy3hEpRwxLDOCqfq,Love Has Gone - Fonzerelli Remix,0.607,0.7490000000000001,4.0,-4.66,0.0,0.0616,2.89e-05,0.0135,0.104,0.675,127.998,52
Mischa Daniels,1PJaIi4b7JV4QhBy6Obqoy,Another Place - Radio Edit,0.6709999999999999,0.799,6.0,-5.346,0.0,0.0519,0.0235,0.00404,0.352,0.312,127.965,36
The Cube Guys,31gTL5XTmcI4JCSglW5Sda,Baba O'Riley (Radio Edit),0.596,0.809,6.0,-7.95,1.0,0.0411,0.000914,0.139,0.163,0.4679999999999999,127.975,38
Eric Prydz,3uLSUZEmTY50H6Kw17lpfW,Call On Me - Radio Edit,0.597,0.8370000000000001,10.0,-6.518,1.0,0.375,0.00427,0.00114,0.8390000000000001,0.447,126.342,15
David Guetta,1hRFVIy9As8OVRk8B7CrD5,When Love Takes Over (feat. Kelly Rowland),0.674,0.862,11.0,-4.614,1.0,0.0253,0.0157,0.0004269999999999,0.1689999999999999,0.5,129.965,67
Dave Armstrong,2Ug4PnkxcwkcL3fhM0B9Xe,Make Your Move - Radio Edit,0.49,0.955,5.0,-3.23,0.0,0.371,0.0011099999999999,0.063,0.0375,0.368,127.963,38
Gala,5n56ImOTTDbUORTq3Eyong,Freed from Desire,0.701,0.866,2.0,-4.225,0.0,0.0489,0.5589999999999999,0.0503,0.0928,0.617,128.994,13
Gigi D'Agostino,4xGuK7FsXuZwHCCuNnPzbD,L'Amour Toujours,0.617,0.728,7.0,-7.932,1.0,0.0292,0.0328,0.0482,0.36,0.8079999999999999,139.066,69
Armin van Buuren,3dXfF5w0an6cNZwVjLhHa0,The Sound of Goodbye - Above & Beyond UK Edit,0.67,0.945,6.0,-6.721,1.0,0.0365,0.0228,0.6859999999999999,0.0572,0.8059999999999999,135.972,7
The Shapeshifters,5mAh5J4w6BEZkajB1M7XrB,Lola's Theme,0.748,0.845,5.0,-4.612,0.0,0.0536,0.00083,0.000225,0.068,0.659,123.925,65
Edun,0XJ2Ng4XAxKjzpst5drVdm,Put `em Up,0.65,0.867,5.0,-3.786,0.0,0.0434,0.00441,0.000299,0.163,0.74,130.056,35
Steve Angello,5Nzph7bpgv2GNh2DcVX29T,Show Me Love - Radio Edit,0.6509999999999999,0.8540000000000001,5.0,-4.167,1.0,0.0574,0.497,0.0,0.122,0.5710000000000001,129.893,50
"Gregor Salto, Chuckie",7fvkfIQ4AsdNxDd45yR02F,Toys Are Nuts - Hardwell & Rehab Remix,0.736,0.812,1.0,-8.152999999999999,1.0,0.244,0.0118,0.88,0.638,0.379,127.945,47
Leonid Rudenko,2rVoUSkbUS0dbKrHkZN2mi,Summerfish - Scandall Sunset On Ibiza Instrumental,0.6729999999999999,0.939,6.0,-5.343999999999999,1.0,0.0964,0.0218,0.884,0.0821,0.0373,130.738,37
Mischa Daniels,1IwrN4aytawDocT6JbqXCv,Disconnected - Radio Edit Dub Mix,0.6559999999999999,0.914,8.0,-5.443,0.0,0.061,0.0346,0.382,0.441,0.133,127.97,34
Nicola Fasano,2RSxUNaF8EZI3B7guqXAPk,"75, Brazil Street (Radio Mix) - Nicola Fasano Vs Pat-Rich",0.898,0.593,9.0,-6.211,0.0,0.0615,0.00616,0.904,0.276,0.419,127.013,51
Robyn,17FSlwAcuzwITI7cA1w0Lq,With Every Heartbeat - with Kleerup - Tong and Spoon Wonderland Remix,0.797,0.513,8.0,-7.165,1.0,0.157,0.00484,0.6629999999999999,0.0624,0.484,126.012,35
Those Usual Suspects,3KqXPyaLysWraUSi4PuSnz,Shadows - Inpetto Edit,0.588,0.962,0.0,-4.333,1.0,0.0444,0.00324,0.0169,0.122,0.0874,127.984,33
Robert Miles,4wtR6HB3XekEengMX17cpc,Children,0.604,0.755,0.0,-10.761,1.0,0.0337,0.000295,0.812,0.0625,0.3879999999999999,137.064,68
Alice Deejay,48gBfTRel9fajeev7tmLpo,Better Off Alone (Remastered) - 1999 Original Hit Radio,0.6659999999999999,0.8540000000000001,8.0,-8.442,0.0,0.0565,0.0044,0.769,0.313,0.748,136.954,59
Agnes,0EMyqiMNDRptenOpbe2mcK,Release Me,0.623,0.913,2.0,-2.914,0.0,0.0347,0.0091799999999999,9.7e-05,0.0963,0.701,127.972,24
Ida Corr,4LjfIjS8iweFCPdKxLnEoV,Let Me Think About It,0.762,0.754,0.0,-3.425,0.0,0.046,0.00022,0.0665,0.146,0.715,129.026,62
Fragma,62JXnYxY7u5JVLtpTbnOKw,Toca Me - twoloud Radio Edit,0.607,0.852,4.0,-5.106,0.0,0.0347,0.0169,0.603,0.364,0.718,127.996,49
Eric Prydz,0F2BxpbxH8Yc3pLub48hrb,Pjanoo - Radio Edit,0.604,0.8740000000000001,7.0,-4.949,0.0,0.0295,0.000563,0.812,0.1119999999999999,0.835,125.99,66
Kaskade,1ZUWw5uRJEjjzTiP3Q4RJX,Sorry - Dirty South Radio Edit,0.7020000000000001,0.7829999999999999,0.0,-7.307,1.0,0.0775,0.00282,0.00794,0.296,0.6659999999999999,127.031,48
Modjo,2T42itxS9f1ijygkLOLGOe,Lady (Hear Me Tonight),0.708,0.807,11.0,-8.195,0.0,0.0444,0.00182,0.000157,0.124,0.86,129.968,55
Fedde Le Grand,3KrwkQhiQc5ppjEXv1nDRZ,Put Your Hands Up for Detroit - MC Mario Edit,0.908,0.928,1.0,-5.972,1.0,0.173,0.00146,0.853,0.0532,0.207,128.024,45
September,4s3CHmungRHAI5ho2edqXb,Cry For You,0.7759999999999999,0.878,9.0,-3.377,1.0,0.0304,0.00141,0.000204,0.0574,0.96,130.02200000000002,51
David Guetta,7BuynvoA4xIt9LIwqhLwRu,Love Don't Let Me Go (Walking Away) (David Guetta vs. The Egg),0.67,0.8640000000000001,5.0,-4.648,0.0,0.0341,0.00792,0.000117,0.1,0.675,126.991,5
Faithless,3dX6WDwnHwYzB5t754oB4T,Insomnia - Radio Edit,0.716,0.8340000000000001,7.0,-7.192,1.0,0.0281,0.00855,0.00613,0.102,0.275,127.113,63
DJ Mog Feat Sarah Lynn,35cYPqBXqob7yitjk4Cx3M,Somewhere - Radio Edit,0.418,0.7240000000000001,4.0,-8.32,0.0,0.0386,0.0409999999999999,0.0019,0.129,0.526,127.908,47
Paul van Dyk,0yL1cs3O4Nw1si1bMGzecJ,For an Angel 2009 - Radio Mix '09,0.595,0.847,7.0,-6.732,1.0,0.0342,0.00606,0.836,0.0831,0.5579999999999999,132.013,39
DJ Sammy,0KT6DLAELYSbgfUemzwGPX,Heaven (featuring Do),0.565,0.942,8.0,-6.821000000000001,1.0,0.0518,0.00107,0.000393,0.152,0.569,137.972,65
UNA,6k8cUsxbFMNoArTr2M0hEA,You're Not Alone - Vocal Radio Edit,0.586,0.8140000000000001,10.0,-7.041,1.0,0.0396,0.1169999999999999,0.0004969999999999,0.581,0.425,131.00799999999998,32
Tiësto,6pqFWRuybCtxerWC7B4RgF,Traffic - Radio Edit,0.7140000000000001,0.642,8.0,-10.241,0.0,0.0868,0.00251,0.887,0.186,0.102,137.834,54
David Guetta,4V9HEnprK5MfCGL8bHHy7y,Love Is Gone - Fred Rister & Joachim Garraud Radio Edit Mix,0.7879999999999999,0.682,4.0,-7.826,0.0,0.0694,0.0146,0.00022,0.0757,0.675,127.96,6
Sia,223Vmr6rEbuujhHLFpsgVj,The Girl You Lost to Cocaine - Sander van Doorn Edit,0.7559999999999999,0.505,11.0,-12.567,0.0,0.0804,0.00412,0.8809999999999999,0.471,0.103,128.066,35
Robbie Rivera,04hY9ZE6jatvZjsu1Q9nPc,Girlfriend - 2008 Remix,0.792,0.522,10.0,-5.167000000000001,1.0,0.0516,0.00208,0.631,0.0667,0.289,130.009,46
Paul Oakenfold,4LIbYKwuUBMKmqyZZC7XVg,Cafe Del Mar - Radio Edit,0.509,0.904,0.0,-7.045,1.0,0.0405,0.00442,0.843,0.653,0.153,132.009,49
iio,4RQGig0Vhr4GXmqfklCCyK,Rapture (Armin Van Burren Remix Remastered - Made Radio Edit) [feat. Nadia Ali],0.541,0.931,10.0,-9.687,0.0,0.0552,0.326,0.129,0.325,0.148,128.584,50
Evermore Vs. Dirty South,6GbAqnbj3diM6MvVc1oiKt,It's Too Late - Dirty South,0.653,0.816,8.0,-6.808,0.0,0.0378,0.00217,0.00403,0.148,0.516,130.032,31
Chris Lake,1Dj7hbBEco5ZT0DqY7Q2IV,Only One (Radio Edit),0.6829999999999999,0.6779999999999999,9.0,-6.756,1.0,0.0332,0.0107,2.27e-05,0.8220000000000001,0.45,126.988,41
Guru Josh Project,7l3MaXwZ2QHjJuJ65EEmFd,Infinity - Klaas Vocal Mix,0.556,0.883,7.0,-5.046,0.0,0.0718,0.000242,0.0252,0.272,0.49,128.109,35
Sylvia Tosun,3RaCcyWwRIdczuefF10UCb,Underlying Feeling - Adam K & Soha Radio Edit,0.698,0.852,6.0,-7.204,0.0,0.07,0.000681,0.156,0.0446,0.158,126.02,46
Everything But The Girl,36sL3KPEfXIp5KH3tDO7oo,Missing - Todd Terry Club Mix / US Radio Edit,0.718,0.757,2.0,-11.869000000000002,1.0,0.0327,0.00925,0.104,0.0851,0.6459999999999999,123.473,57
4 Strings,2DBZoeYzOGURGY3nj8XpC7,Take Me Away - Vocal Radio Mix,0.623,0.792,3.0,-6.9910000000000005,0.0,0.0372,0.0017,0.0575,0.18,0.2269999999999999,138.009,37
Chris Lake,3vVdNuzFHL0hmT8Xq4vbhY,Carry Me Away (feat. Emma Hewitt) - Radio Edit,0.698,0.897,0.0,-7.582999999999999,1.0,0.0608,0.0111,0.396,0.6709999999999999,0.387,126.014,48
INNA,0aAGggDsfvfc8PQPkqZvH7,Hot - UK Radio Edit,0.767,0.969,7.0,-3.912,0.0,0.252,0.113,0.255,0.0896,0.496,127.906,32
Axwell,4PQCrz4sk00dIEmkwmmJCr,Together - Radio Edit,0.64,0.939,4.0,-6.843999999999999,1.0,0.0463,0.000985,0.483,0.0867,0.311,126.036,49
Daft Punk,0DiWol3AO6WpXZgp0goxAV,One More Time,0.611,0.6970000000000001,2.0,-8.618,1.0,0.133,0.0193,0.0,0.332,0.476,122.752,75
T2,3dhzZ068rKh2fRB2uitX18,Heartbroken - Edit,0.7140000000000001,0.733,11.0,-5.495,0.0,0.034,0.0305,0.00101,0.181,0.872,140.006,9
Ercola,4ggVmEvo9FzExPonRRqqIS,Deep At Night (Adam K & Soha Radio Mix),0.722,0.835,11.0,-7.026,0.0,0.0517,0.00352,0.0157,0.679,0.283,128.033,39
M.A.N.D.Y.,5koBIzuWS86S2IR36yt2LW,Body Language,0.7979999999999999,0.675,4.0,-10.458,0.0,0.0557,0.0123,0.901,0.0927,0.871,129.997,35
Kid Cudi,5BsRZqHI8oLMc1YKsHtauE,Day 'N' Night - Club Mix,0.745,0.68,11.0,-6.207000000000001,0.0,0.0508,0.013,0.0613,0.0637,0.961,129.991,8
Benny Benassi,5JZnjM9ijpit0d5zjT8MM7,Satisfaction,0.802,0.725,11.0,-3.392,1.0,0.102,0.165,0.0984,0.0782,0.347,129.984,55
ATB,1CgbwsrNDlFrRuk2ebQ7zr,9Pm (Till I Come),0.672,0.941,9.0,-6.4270000000000005,0.0,0.0494,0.0276,0.926,0.149,0.754,130.218,63
Tiësto,6a7mLvgueio7SuHgcacywb,Adagio For Strings,0.604,0.939,10.0,-7.49,0.0,0.0544,0.0102,0.6970000000000001,0.0723,0.204,139.975,52
Moby,2EQA1eRfXvbHKMjSnzUtFD,Go,0.6759999999999999,0.851,4.0,-9.179,0.0,0.05,5.6000000000000006e-05,0.933,0.0893,0.556,125.876,48
Lasgo,7okxXBe93gMNiXqOd6cCdU,Gone - Radio Edit,0.7020000000000001,0.83,0.0,-5.96,1.0,0.0369,0.0165,5.539999999999999e-05,0.375,0.565,138.02700000000002,7
Axwell,1OLNYVZejaOmBJ7ykGnyoG,I Found U - Radio Edit,0.649,0.966,4.0,-7.178999999999999,0.0,0.0731,0.0542,0.00249,0.461,0.257,129.969,3
INNA,6eU60ONpRUQPIOiWaxfWOF,Sun Is Up - Play & Win Radio Edit,0.7929999999999999,0.882,0.0,-3.763,0.0,0.0511,0.0777,0.237,0.0434,0.609,127.984,43
Fatboy Slim,1HYiVTgxERP2llm0yFzVNj,Star 69 - Timo Maas Mix,0.8220000000000001,0.879,0.0,-10.105,1.0,0.0942,0.185,0.314,0.129,0.332,135.65,32
Ercola,0X7ELV6fLyjynJ3MexWh4X,Every Word (feat. Daniella) - Wendel Kos Radio Edit,0.65,0.967,9.0,-5.674,1.0,0.13,0.0349,0.19,0.779,0.319,127.995,35
Cosmic Gate,4iLL2yVVG19TAJYssbMeBT,Exploration of Space - Radio Edit,0.631,0.912,9.0,-7.591,0.0,0.0361,0.0346,0.5539999999999999,0.0729,0.3289999999999999,138.043,57
Tiësto,2AXmhtQ9nLGGapHG2AeTZV,Flight 643 (Radio Edit),0.609,0.928,8.0,-8.597000000000001,1.0,0.122,0.06,0.815,0.095,0.225,137.034,5
Freemasons,56kdmEz12GpKkEzxhtHdl7,Believer (feat. Wynter Gordon) - Radio Edit,0.662,0.8809999999999999,5.0,-4.202,0.0,0.0357,0.0202,0.000825,0.132,0.732,126.986,46
ATB,0ygoI3HcoGScxt879A23Uk,Don't Stop,0.711,0.937,10.0,-5.314,1.0,0.0351,0.146,0.763,0.324,0.57,134.21,58
Example,1PAYgOjp1c9rrZ2kVQg2vN,Changed the Way You Kiss Me - Radio Edit,0.578,0.857,4.0,-3.78,0.0,0.0409999999999999,0.00548,0.00162,0.0948,0.188,126.979,58
Moby,3m4Mp1KfiPawsOjlRlbxN3,Everything,0.5379999999999999,0.633,8.0,-10.087,1.0,0.03,0.000335,0.196,0.182,0.293,128.97,43
Joachim Garraud,1tmYcGyQJHestYnGel5y7c,The World Is Mine,0.682,0.93,11.0,-4.0360000000000005,0.0,0.0846,0.000125,0.0123,0.0481,0.46,127.867,47
Booka Shade,4m2RLN7imvsaLL1ZUGfFFw,In White Rooms,0.8,0.65,0.0,-9.145,1.0,0.0587,0.000962,0.82,0.231,0.096,125.001,55
Alex Gaudino,4IES3nsUkICyjj3sfznczq,Destination Calabria - Radio Edit,0.604,0.972,9.0,-5.626,1.0,0.0524,0.000299,0.000983,0.0969999999999999,0.354,128.05100000000002,4
Planet Perfecto Knights,6aMbSmv99DETtr97inIrJ4,ResuRection - Paul Oakenfold Full On Fluoro Radio Edit,0.527,0.935,4.0,-5.008,0.0,0.04,0.000587,0.773,0.925,0.0578,138.048,45
The Chemical Brothers,7kXmJwrZGIhDaLT9sNo3ut,Hey Boy Hey Girl,0.632,0.92,2.0,-4.976,1.0,0.0531,0.119,0.508,0.114,0.363,127.001,66
David Guetta,7oyequ9whquaYyZXqB4LTZ,Baby When The Light,0.585,0.738,7.0,-8.03,1.0,0.0349,0.0243,0.0,0.162,0.25,129.974,4
Velvet,6mMeuIonqBIcuzCGY5Soqe,Chemistry - Radio Edit,0.635,0.8759999999999999,0.0,-4.426,0.0,0.0884,0.0018399999999999,0.00175,0.439,0.884,128.05200000000002,30
Calvin Harris,6A8llSO9QFF4djCCmuCrNu,Flashback,0.266,0.95,9.0,-5.646,0.0,0.05,0.00212,0.000991,0.0922,0.158,127.986,59
Bob Sinclar,6yeO8fapOJGqL8Hr0Da2l3,"World, Hold On",0.727,0.889,8.0,-3.277,0.0,0.093,0.0809,3.4200000000000005e-05,0.198,0.6559999999999999,127.011,59
Tiësto,4D869p0uPTcU4e1ClLB8Kj,Love Comes Again,0.677,0.687,8.0,-8.209,1.0,0.0515,0.000197,0.322,0.157,0.315,135.993,44
David Guetta,4fqwEothoIOcKr3pARJCgu,Gettin' Over (feat. Chris Willis),0.713,0.816,10.0,-4.416,1.0,0.0795,0.21,0.0,0.1969999999999999,0.624,129.833,60
Ferry Corsten,0yHlyAKqAF1KLKx8BMYhvq,Fire,0.501,0.77,0.0,-9.059,0.0,0.0252,6.51e-06,0.8420000000000001,0.0929,0.639,132.007,40
Flanders,2hS4wCi2VAV8CdsLPnWIoD,Behind - Callea Radio Mix,0.503,0.5820000000000001,3.0,-8.173,0.0,0.069,0.0923,3.7e-05,0.09,0.149,125.665,36
Daft Punk,1pKYYY0dkg23sQQXi0Q5zN,Around the World,0.956,0.795,7.0,-5.311,1.0,0.15,0.00356,0.889,0.0906,0.841,121.294,71
Tiësto,2UBYNTJKvk9feVfW9f2ACK,In The Dark,0.57,0.904,5.0,-6.496,0.0,0.0278,0.000408,0.000703,0.1169999999999999,0.474,134.97899999999998,36
David Guetta,1IaXcjEDGHHCNoNtK3xdf8,Everytime We Touch,0.7070000000000001,0.475,9.0,-7.667999999999999,1.0,0.0351,0.0102,0.0101,0.172,0.335,125.024,3
AnnaGrace,55nlD6bpoWk0ZwCnn7PTDt,You Make Me Feel - Radio Edit,0.7490000000000001,0.838,3.0,-6.085,0.0,0.0445,0.0411,0.0082,0.3389999999999999,0.858,130.00799999999998,2
Bellatrax Feat. Sophia May,6I9eRIQ8ZCNM3VPAqYMgkx,I Can't Help Myself (Radio Edit),0.57,0.921,3.0,-5.686,0.0,0.0266,0.00796,0.442,0.6890000000000001,0.607,129.007,32
Ron Reeser,0l9xKcujIQJ4mDUgWb7852,Everything - Radio Edit,0.7390000000000001,0.901,3.0,-5.417000000000001,0.0,0.0484,0.178,0.0,0.287,0.478,128.025,41
Tiësto,2QGEeY7qFUPMapnkRg4ssa,Forever Today,0.493,0.944,4.0,-9.256,0.0,0.049,7.929999999999999e-05,0.8740000000000001,0.085,0.0565,136.997,42
Kim Sozzi,6r47b3t4zQO9tpwMUInP4s,Feel Your Love,0.557,0.7909999999999999,10.0,-5.752999999999999,0.0,0.0459,0.00613,9.39e-05,0.36,0.573,129.957,43
Cascada,2nJT8KecVBQmZxbfkgoAfz,Faded,0.753,0.996,8.0,-5.542999999999999,1.0,0.2269999999999999,0.00985,3.74e-05,0.143,0.422,133.96200000000002,34
JES,1mNiQ0hVgB7xQZ938A8lIJ,Imagination - Tiësto Remix Radio Edit,0.584,0.928,1.0,-5.013999999999999,0.0,0.0511,0.00212,0.00306,0.3289999999999999,0.495,135.019,28
Hardrive,5VQgTkvBQYwdp70bwIdw0s,Deep Inside,0.794,0.901,11.0,-4.652,0.0,0.0697,0.0251,0.0098599999999999,0.139,0.789,123.672,3
Late Night Alumni,12lTG2CsivVTCJH21qgkVz,Empty Streets - Haji & Emanuel Remix,0.6779999999999999,0.8959999999999999,2.0,-8.017000000000001,0.0,0.0395,0.0067599999999999,0.79,0.664,0.6779999999999999,126.001,47
Tiësto,2ECwcDngvqCBpLuQNyOZop,A Tear In The Open,0.611,0.482,10.0,-10.216,0.0,0.0339,0.0115,0.372,0.1159999999999999,0.206,135.986,39
deadmau5,2OZrV4yyOZNuEFx22VVfFm,I Remember (Strobelight Edit),0.664,0.59,11.0,-7.235,0.0,0.0311,0.17,0.00332,0.1119999999999999,0.495,127.982,54
JES,05u4uCA07oXnopEdlZ57Ug,Awaken - Ron Reeser & Dan Saenz Radio Edit,0.589,0.887,9.0,-7.188,0.0,0.0386,0.0164,0.0213,0.0796,0.61,128.007,30
Yotto,0lgHrv9qcVhwII3aW9aMZJ,Walls - Joris Voorn Remix,0.5539999999999999,0.83,8.0,-5.82,1.0,0.0358,0.000376,0.851,0.363,0.331,122.99,60
Matt Fax,2InrK5IWeTPIVRZQPOEDIO,To The Ground,0.556,0.855,6.0,-8.916,1.0,0.0693,0.0137,0.3229999999999999,0.2019999999999999,0.0534,123.989,51
Dave Winnel,07pb7ZBBycZbLdg8CyjXX2,Ksamil,0.69,0.7090000000000001,3.0,-9.21,1.0,0.0409,0.0352,0.88,0.143,0.483,119.99,50
RÜFÜS DU SOL,6l5Xe0OOqq56jWEYBoxXdE,Underwater - Yotto's Dawn Remix,0.635,0.949,10.0,-7.891,0.0,0.033,0.000811,0.48,0.195,0.0373,122.027,51
Boye & Sigvardt,3dazx4jjnVEfwoHcSQocxj,Fix Your Problems,0.66,0.82,4.0,-9.113,1.0,0.0494,0.0248,0.87,0.318,0.0382,124.007,26
ArtLec,5uVR4B3m24uI0zyNfjmLfu,Void,0.599,0.887,7.0,-6.817,1.0,0.0363,0.00072,0.426,0.105,0.1969999999999999,123.983,51
Dave Winnel,56wiDWE8jRY1gNcJMMHtQZ,Lily Of The Valley,0.551,0.718,1.0,-8.912,0.0,0.0825,0.405,0.292,0.152,0.2689999999999999,188.844,45
Lane 8,1L5VP9PWCU5dRzl1bvlFkJ,I / Y,0.523,0.718,0.0,-9.754,1.0,0.032,0.6890000000000001,0.939,0.0733,0.151,121.984,59
