artist,id,name,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,popularity
Gloria Estefan,1ggYbcOuom7cKOQ9NjRXDi,Christmas Through Your Eyes,0.53,0.421,2.0,-11.352,1.0,0.0305,0.8029999999999999,0.0,0.057,0.4,150.901,1
José Feliciano,5rgStA2VSw8K6jragj6yBx,Feliz Navidad,0.514,0.8290000000000001,2.0,-8.987,1.0,0.0377,0.5529999999999999,0.0,0.341,0.964,148.806,55
Brenda Lee,3T7dNA7O8c3Axj5WyDNcH3,Rockin' Around The Christmas Tree - Single Version,0.703,0.407,8.0,-12.155,1.0,0.0504,0.706,0.0,0.45,0.8490000000000001,140.05700000000002,12
Gene Autry,2hfJwg4OO20rEgCDrJ2MrU,Here Comes Santa Claus,0.838,0.479,1.0,-8.381,1.0,0.0325,0.84,0.0,0.259,0.975,96.617,30
Lionel Richie,6MBkdUWrWYZphqR1fMdNbZ,O Come All Ye Faithful,0.351,0.444,1.0,-7.015,1.0,0.027,0.595,1.55e-06,0.146,0.0599,105.92,1
Michael Bublé,37UhuyGwWHgS1dhTePiJBy,Have Yourself a Merry Little Christmas,0.275,0.276,9.0,-11.395,1.0,0.0321,0.602,0.0016699999999999,0.121,0.195,68.764,66
"Harry Connick, Jr.",70y9Vle659GH7TI0w6RraH,It's Beginning to Look a Lot Like Christmas,0.581,0.387,0.0,-9.236,0.0,0.0591,0.308,6.34e-06,0.241,0.747,127.713,41
Rod Stewart,0vJnAIhLnRrXgtN0SmrrTy,Winter Wonderland,0.672,0.492,0.0,-7.612,1.0,0.0399,0.754,0.0,0.185,0.442,117.934,7
Michael Bublé,0FgjttxheMlDwZ0iqPKUYr,Silver Bells (feat. Naturally 7),0.435,0.1989999999999999,7.0,-10.437,1.0,0.0294,0.91,0.0,0.1009999999999999,0.428,98.127,62
Shakin' Stevens,2DVmysS5JXqtrNyL5buBR0,Merry Christmas Everyone - Single Version - Re-mastered 2004,0.728,0.909,4.0,-3.084,1.0,0.0269,0.133,0.0,0.119,0.963,101.649,68
Paul Anka,4B0ti4kmEfNloToa8rNnSu,It's The Most Wonderful Time Of The Year,0.182,0.157,0.0,-12.800999999999998,1.0,0.0309,0.8540000000000001,4.54e-05,0.11,0.0943,73.321,6
John Lennon,5owzZAAQY0iO4BliuEMKyH,Happy Xmas (War Is Over) - 2010 Digital Remaster,0.298,0.757,11.0,-5.283,0.0,0.0375,0.426,1.3699999999999998e-05,0.83,0.3879999999999999,146.033,6
Chris Rea,4yaUDc6tXhncU0Nr3CT8D3,Driving Home for Christmas,0.497,0.6609999999999999,9.0,-9.047,1.0,0.0361,0.3279999999999999,0.000317,0.211,0.894,180.225,55
Kelly Clarkson,42X0uRpzqXXHJzX0mzThGL,Please Come Home for Christmas (Bells Will Be Ringing),0.299,0.621,11.0,-5.8,1.0,0.0438,0.33,0.0,0.104,0.266,185.537,48
Boney M.,3QIH8mWChR4mY2kABc4yzA,Mary's Boy Child / Oh My Lord,0.774,0.72,0.0,-9.589,1.0,0.0396,0.244,0.0,0.33,0.949,112.553,9
Air Supply,1f2rMjD6SxHlARNt3eek9K,Sleigh Ride,0.515,0.613,0.0,-10.065,1.0,0.034,0.395,0.0,0.319,0.963,204.78,2
Bruce Springsteen,6s2wpWPFPAgKg2LXxi1Oee,"Santa Claus Is Comin' to Town - Live at C.W. Post College, Greenvale, NY - December 1975",0.355,0.6679999999999999,0.0,-8.443999999999999,1.0,0.0482,0.362,1.23e-06,0.727,0.413,139.734,71
Justin Bieber,0KW3IpvSvfpHpT475TUmA8,Mistletoe,0.6679999999999999,0.563,9.0,-9.185,1.0,0.0648,0.449,0.0,0.0958,0.847,161.955,3
Simon Mulligan,77Yse8lkLUjZmokNzTzbaj,Hark! The Herald Angels Sing,0.516,0.039,7.0,-22.002,1.0,0.0542,0.995,0.91,0.113,0.0611,69.34100000000001,42
Worcester Cathedral Choir,32H2dgT4qnkjAh4j0cCZDy,In The Bleak Midwinter,0.11,0.0562,5.0,-28.996,1.0,0.0489,0.962,0.0839,0.1,0.0704,170.09900000000002,43
John Rutter,6rMcn0FYxvIdzB8uQOULEz,Shepherd's Pipe Carol,0.258,0.129,5.0,-24.889,1.0,0.0439,0.948,0.585,0.0995,0.365,126.783,40
Sergei Prokofiev,1LePfjWT8hHGig0AR6s75B,"Lieutenant Kijé, Op. 60: IV. Troika",0.411,0.203,7.0,-15.98,1.0,0.0357,0.936,0.617,0.122,0.283,138.406,41
Leroy Anderson,1GtriE4uamgYHaxjGqhXYj,Sleigh Ride,0.492,0.5589999999999999,9.0,-9.335,1.0,0.0368,0.899,0.0,0.684,0.804,110.483,38
Hugh Martin,639iYDplEqM81Ysn61rZIq,Have Yourself a Merry Little Christmas (arr. L. Henderson for brass quintet and percussion),0.1969999999999999,0.107,0.0,-16.002,1.0,0.0369,0.989,0.917,0.183,0.0725,74.05199999999999,40
Johnny Marks,2VNcaVb8kbQmc42obTg6ig,Rudolph the Red-Nosed Reindeer,0.29,0.218,7.0,-17.262999999999998,1.0,0.0331,0.89,0.1009999999999999,0.0574,0.6629999999999999,166.608,38
Mykola Dmytrovych Leontovych,2WhQyxJtck5LJ3PZXQJ2qV,Carol of the Bells (arr. P.J. Wilhousky),0.451,0.0337,3.0,-31.278,1.0,0.0343,0.981,0.0,0.052,0.0794,83.31,43
The City of Prague Philharmonic Orchestra,0BEC6RRx5w9UvbYzyWai49,Little Drummer Boy,0.336,0.3389999999999999,7.0,-14.026,1.0,0.0342,0.879,0.00155,0.151,0.217,126.553,31
William J. Kirkpatrick,4F6gTHJpmsPPdoh7FTxJ1p,Away in a Manger,0.13,0.0121,7.0,-36.782,1.0,0.0409,0.976,0.0005,0.1169999999999999,0.111,74.309,36
Traditional,1DQZuhz3gJk9rLdcnPEGJH,"Infant Holy, Infant Lowly",0.221,0.142,5.0,-22.049,1.0,0.0488,0.995,0.0834,0.0864,0.162,112.916,36
Ralph Vaughan Williams,6Pwye59KYJsFqzjlqRrIsr,Fantasia On Christmas Carols,0.134,0.166,9.0,-19.75,1.0,0.0442,0.952,0.0155,0.107,0.114,71.887,2
Herbert Howells,04jCDghWqnkhcoURY81NlG,A Spotless Rose,0.113,0.0715,6.0,-31.734,0.0,0.0567,0.989,0.265,0.108,0.0629,74.64699999999999,36
Michael Praetorius,2RgGIhmUfUCGw4QHYPhiy8,Es ist ein Ros entsprungen (Arr. S. Cox for Brass Septet),0.181,0.0141,5.0,-25.876,1.0,0.04,0.992,0.897,0.0625,0.104,133.48,34
William Goldstein,41O5yLPiInoPA63v1dAfhz,'Twas the Night Before Christmas (Live),0.359,0.237,5.0,-16.663,1.0,0.04,0.8759999999999999,4.02e-06,0.222,0.321,119.997,34
The City of Prague Philharmonic Orchestra,7Gk1oW8x5ENgJxjqQmV8r2,Coventry Carol,0.1369999999999999,0.15,7.0,-17.527,0.0,0.036,0.98,0.8,0.0796,0.0461,144.357,28
Pyotr Ilyich Tchaikovsky,3C4JNyv2NAT72xm0cDKl0v,"The Nutcracker, Op. 71: Act II Tableau 3: Variation 2: Dance of the Sugar-Plum Fairy",0.3229999999999999,0.0114,4.0,-38.855,0.0,0.0343,0.893,0.652,0.171,0.134,112.378,54
Reginald Jacques,2RdczvBsD8PN7zu1mlctPo,Good King Wenceslas,0.215,0.145,8.0,-17.939,1.0,0.0351,0.93,0.0712,0.099,0.411,139.747,36
Traditional,4PSJlhR5BOClWSsvEELVpp,I Saw a Maiden,0.24,0.0394,5.0,-32.821,1.0,0.0438,0.995,0.292,0.0965,0.251,82.29700000000001,33
John Rutter,48EaBY30XThq8lVg7AWfxV,"Dormi, Jesu",0.0661,0.0236,9.0,-34.159,0.0,0.0461,0.976,0.8590000000000001,0.127,0.038,73.351,34
Philip Ledger,772mev0nztqTP6JWXuxUxV,On Christmas Night,0.327,0.192,7.0,-17.587,1.0,0.0389,0.977,1.28e-05,0.0792,0.267,73.163,34
Gustav Holst,0wAk2GorREHp1NjIsHVYZy,In the Bleak Midwinter (Arr. Kanneh-Mason),0.259,0.0448,5.0,-25.365,1.0,0.0499,0.974,0.754,0.107,0.247,75.4,44
Traditional,26gykO1LdAsBHUK3dlYoOM,King Jesus Hath a Garden,0.236,0.106,7.0,-26.927,0.0,0.0528,0.993,0.0585,0.0909,0.138,126.978,32
Jester Hairston,270nOIGAN7gIJZ548hbNA0,Mary's Boy Child (arr. J. Rutter),0.275,0.0289999999999999,8.0,-26.149,1.0,0.0504,0.982,0.000139,0.115,0.244,92.59,33
Michael Head,4FXZZvOB2EIrp2zh3W7Y6t,The Little Road to Bethlehem,0.241,0.0588,8.0,-27.193,1.0,0.0401,0.991,0.931,0.1159999999999999,0.0397,82.226,32
Gustav Holst,1HP4FdMZ2gOwApYGwMHkCx,In The Bleak Midwinter,0.34,0.121,5.0,-18.949,1.0,0.0493,0.993,0.914,0.0852,0.203,148.71200000000002,39
Howard Blake,4ijjtOMVO3jSlFqrFKZlSt,"Walking in the Air (From ""The Snowman"") [Arr. R. McFarlane]",0.456,0.1169999999999999,2.0,-25.009,0.0,0.0446,0.973,0.86,0.1009999999999999,0.192,111.128,34
Alexander Campkin,08B9bWEtqirNe72qm6xQN9,"Sleep, Holy Babe",0.144,0.0923,2.0,-25.081,1.0,0.0509,0.988,0.367,0.204,0.036,172.44799999999998,31
Chris Botti,5lx3ybiWHOP0WKBxtXWHT3,Dona Nobis Pacem (Give Us Peace)/Auld Lang Syne,0.126,0.0916,5.0,-14.136,1.0,0.0407,0.992,0.946,0.0949,0.2239999999999999,170.145,34
Arnold Schoenberg,1ljy3MzZ1Uxt7zWIXrErR0,"Weihnachtsmusik for 2 Violins, Cello, Harmonium and Piano",0.157,0.0374,0.0,-23.994,1.0,0.0389,0.985,0.925,0.107,0.0762,142.967,1
Traditional,3Yjsc5ePNRJ9y331MrIcYa,Gabriel's Message (arr. G. Brown for choir and organ),0.17,0.0287,9.0,-28.96,0.0,0.0444,0.94,0.544,0.12,0.0372,128.29399999999998,33
Ryuichi Sakamoto,5bVlEvO3SadcOyh6rnWW4P,Merry Christmas Mr. Lawrence (Arr. Metcalfe),0.3389999999999999,0.0588,10.0,-17.647000000000002,0.0,0.0373,0.984,0.862,0.12,0.198,105.916,52
John Tavener,72dNdGMJKWQ3dWv0xJhUxl,Ex Maria Virgine: Rocking,0.0838,0.00648,6.0,-39.66,1.0,0.0465,0.993,0.305,0.091,0.0355,171.68400000000003,32
Chad Lawson,23zCWNIS8w4Bhi9Es2E5uh,What Child Is This?,0.356,0.0337,2.0,-27.363000000000003,1.0,0.0498,0.988,0.923,0.0764,0.111,119.266,36
George Frideric Handel,7xOEDnqwckToQOuKo1gJXZ,Joy to the World,0.317,0.0566,2.0,-25.022,1.0,0.0364,0.941,0.0,0.195,0.204,94.65,31
"Choir of King's College, Cambridge",2rJehlSPP9gfELirPbEqoW,Past Three O'Clock,0.371,0.289,7.0,-17.586,1.0,0.0813,0.994,0.0283,0.16,0.4029999999999999,126.449,31
William Mathias,5iT5rnlcj5T5N0W1YL9zVf,Sir Christèmas,0.0,0.275,7.0,-19.974,1.0,0.0,0.988,9.62e-05,0.324,0.0,0.0,31
John Francis Wade,40FpLMYMBDMxdXza3NDiF8,"O Come, All Ye Faithful - Arr. David Willcocks",0.0815,0.198,7.0,-18.356,1.0,0.0402,0.914,0.82,0.115,0.0955,66.835,1
Philip Lane,3h6dvKJKvne7Ngqpihab3z,"Divertimento in F Major, ""Die musikalische Schlittenfahrt"" (The Musical Sleigh-ride)",0.497,0.226,5.0,-17.398,1.0,0.0394,0.877,0.84,0.19,0.249,117.955,33
John Ireland,1L3npTsXSbChXmkIclQQZ2,The Holy Boy,0.27,0.0265,5.0,-27.206,0.0,0.0437,0.926,3.32e-05,0.0947,0.0683,81.679,1
Claude Debussy,4qOJpSWTdiuLX6tJQIZNBO,Children's Corner: Children's Corner: IV. The Snow is Dancing. Modérément animé,0.273,0.039,10.0,-28.962,0.0,0.0386,0.992,0.925,0.181,0.0964,119.484,38
Émile Waldteufel,0D8G3S0NrUE9RdixeO5PYX,"Les Patineurs, Op. 183, ""The Skater's Waltz"": The Skaters Waltz, Op 183",0.348,0.144,9.0,-19.017,1.0,0.0323,0.981,0.855,0.0601,0.215,99.501,33
Victor Hely-Hutchinson,4gj1dEEM9q3XFBUJ3dpWl0,A Carol Symphony: Andante quasi lento e contabile,0.134,0.0322,6.0,-26.249,0.0,0.0384,0.964,0.677,0.0808,0.0323,94.009,32
Pyotr Ilyich Tchaikovsky,6zCMG5twYkd0V1wAqeH3cE,"The Seasons, Op. 37a: XII. December - Christmas",0.405,0.0521,8.0,-25.993,1.0,0.0376,0.99,0.917,0.133,0.233,119.82,32
Elizabeth Barrett Browning,4KJJodkPh1isOq2nZGiNAy,"Sleep, my dreaming one",0.175,0.0762,3.0,-20.957,1.0,0.0459,0.987,0.0461,0.345,0.0308,129.891,30
Gerald Finzi,6lb9JznYxGe1uVxx58yiNb,In terra pax - original version: A frosty Christmas Eve,0.0996,0.00737,7.0,-37.235,1.0,0.0496,0.959,0.527,0.141,0.039,89.766,1
John Francis Wade,4h9t5n2ayq8ys98GJjugM6,Adeste Fideles,0.135,0.191,7.0,-14.129,1.0,0.0399,0.945,0.00514,0.109,0.15,81.07,2
Christophe Beck,0qnj9ufJJM6Xk4xuoyvHZp,"Vuelie - From ""Frozen""/Score",0.3339999999999999,0.145,9.0,-14.682,0.0,0.0337,0.975,0.281,0.085,0.195,87.617,48
Richard Hayman,4neZXVW8K9g0h39Zg5PAwC,3 Small Tone Poems: Sleigh Ride,0.172,0.0362,9.0,-25.105,1.0,0.0412,0.895,0.182,0.36,0.054,73.295,32
Hector Berlioz,5pSo9tqPdgIPLHtGIgJFKo,"L'Enfance du Christ, Op.25 - English Version: The Shepherd's Farewell",0.142,0.133,4.0,-25.049,1.0,0.0498,0.965,0.8759999999999999,0.295,0.0499,73.332,16
Josef Strauss,5SRkI6ZnIjmLfzgSsobD3P,"Winterlust, Polka schnell, Op. 121",0.504,0.315,9.0,-15.032,1.0,0.0428,0.954,0.877,0.0923,0.83,145.798,31
George Frideric Handel,3462hQTzF5oHhoJfJJ5ULK,"Messiah, HWV 56, Pt. 1: For unto us a child is born - Part I",0.511,0.25,6.0,-16.066,1.0,0.0342,0.903,0.00137,0.174,0.396,107.819,43
Tomás Luis de Victoria,2lcW472ydHxkvO7F20TmfY,O Magnum Mysterium,0.0786,0.0609,5.0,-24.484,0.0,0.0436,0.995,0.0104,0.106,0.0392,78.44,32
Edward Elgar,4kzDmDdAAGIS9RE7is8Uov,"The Snow, Op. 26 No. 1",0.203,0.0759,4.0,-22.395,0.0,0.0482,0.98,0.5820000000000001,0.161,0.0397,68.08800000000001,32
Adolphe Adam,4P9h5yQvAvYj4cXOYfgq7Y,O Holy Night,0.187,0.248,3.0,-13.601,1.0,0.0377,0.973,0.0106,0.108,0.122,90.917,32
Johann Sebastian Bach,2ojeuF0G8aEyV5Aekp3B36,"Christmas Oratorio, BWV 248: Part I: Jauchzet, frohlocket, auf, preiset die Tage … (Chorus)",0.413,0.317,1.0,-17.504,1.0,0.0336,0.937,0.257,0.0958,0.418,135.562,31
Heinrich Schütz,28iJLgnBun4hGn61nHRhUB,"Geistliche Chormusik: Ein Kind ist uns geboren, SWV 384 (For unto us a child is born)",0.184,0.102,7.0,-21.693,1.0,0.0445,0.989,0.000383,0.0679,0.104,92.447,31
Alessandro Scarlatti,1MQJgscb4DOyzxaROSLEmc,"O di Betlemme, altera poverta ventu: I. Sinfonia",0.25,0.0304,9.0,-22.989,1.0,0.0457,0.945,0.887,0.136,0.213,77.039,31
Marc-Antoine Charpentier,0ZnpUnazZNVP3HXf1xP91u,"Noels sur les instruments, H. 534: Noel: Vous qui desirez sans fin, H. 534",0.502,0.12,11.0,-22.779,1.0,0.0339,0.866,0.00604,0.293,0.432,107.724,31
William Byrd,6AD61H8CvyRXHA6Q7VmNn3,An earthly tree,0.155,0.0737,10.0,-24.241,1.0,0.0445,0.961,0.456,0.0948,0.0925,83.12,30
Mariah Carey,1bCQIvugIRkL0yLG5cvQcZ,All I Want for Christmas Is You,0.504,0.61,7.0,-7.281000000000001,1.0,0.0339,0.18,0.0,0.0688,0.352,150.097,59
Mariah Carey,0B52uxF0qFx23KmAVSAQww,Happy Holidays from Mariah,0.0,0.113,3.0,-19.271,0.0,0.0,0.975,2.07e-06,0.215,0.0,0.0,0
Mariah Carey,3fqfrU3r4OrPwvsMeHV5ba,Silent Night,0.176,0.34,10.0,-11.578,1.0,0.0348,0.8009999999999999,0.0,0.0891,0.215,176.22299999999998,51
Mariah Carey,4PZF1fEkwLn3VUgmGdyW5X,O Holy Night,0.4029999999999999,0.439,4.0,-8.456,1.0,0.0275,0.321,4.08e-06,0.148,0.13,173.951,52
Mariah Carey,4HHMe2itoN6xeZx5NyaZks,Christmas (Baby Please Come Home),0.563,0.777,3.0,-7.226,1.0,0.0299,0.0102,0.0,0.0504,0.608,127.116,52
Mariah Carey,5z83loa1oFy191Lq1Hmx3b,Miss You Most (At Christmas Time),0.319,0.259,2.0,-10.765999999999998,1.0,0.032,0.8370000000000001,0.0,0.104,0.157,143.441,49
Mariah Carey,0M6vrTcKYSH2B8RQ0YhRST,Joy to the World,0.5589999999999999,0.779,1.0,-8.435,0.0,0.0416,0.0525,0.0,0.415,0.196,120.303,49
Mariah Carey,28KnS4fzaSYeOjDmpbsVxt,Jesus Born on This Day,0.345,0.351,9.0,-9.083,1.0,0.0277,0.6940000000000001,0.0,0.13,0.217,78.744,46
Mariah Carey,2chL3B6sH8EYY8BNsiHDXV,Santa Claus Is Comin' to Town,0.5529999999999999,0.7659999999999999,7.0,-7.502000000000001,1.0,0.0374,0.196,0.0,0.738,0.348,142.985,48
Mariah Carey,6jp0DHA4bmgibkV2juK8Zp,Hark! The Herald Angels Sing / Gloria (In Excelsis Deo),0.2769999999999999,0.247,5.0,-11.984000000000002,1.0,0.0288,0.8320000000000001,0.0,0.0844,0.282,91.139,47
Mariah Carey,0YuW9OaxVqA4bd3AFhCtEL,Jesus Oh What a Wonderful Child,0.413,0.8029999999999999,0.0,-7.44,1.0,0.172,0.385,0.0,0.465,0.638,129.192,45
Mariah Carey,0FDIWmYnbkecy0QZRMBDMx,"God Rest Ye Merry, Gentlemen",0.314,0.25,7.0,-12.832,1.0,0.0392,0.816,0.0,0.0911,0.411,139.767,47
Mariah Carey,1Gep9a3yUiMzjb3FbmbWx2,Sugar Plum Fairy Introlude,0.8590000000000001,0.396,4.0,-9.509,0.0,0.0409999999999999,0.109,0.901,0.094,0.701,123.943,49
Mariah Carey,5gGY32nZvY7educ0DBOk8Z,All I Want for Christmas Is You - Live at The Cathedral of St. John The Divine,0.355,0.7290000000000001,6.0,-5.331,1.0,0.0642,0.722,0.0,0.483,0.287,150.101,48
Mariah Carey,44uDRlUyq1IZAVa7GyyPop,Silent Night - Live at The Cathedral of St. John The Divine,0.187,0.47,9.0,-8.262,1.0,0.0468,0.88,1.53e-05,0.956,0.24,184.666,45
Mariah Carey,13CbmLc1MtGQZjX6AvyHfE,Joy to the World - Live at The Cathedral of St. John The Divine,0.306,0.946,8.0,-7.452000000000001,1.0,0.198,0.3289999999999999,0.0,0.711,0.176,120.239,45
Mariah Carey,7gS1MlEXlP170HtkZNgeIk,Hark! The Herald Angels Sing / Gloria (In Excelsis Deo) - Live at The Cathedral of St. John The Divine,0.276,0.449,4.0,-6.452000000000001,1.0,0.0398,0.915,4.18e-06,0.708,0.295,95.425,44
Mariah Carey,7L80fgERSeaX8wEhZqHSFs,Jesus Born On This Day - Live at The Cathedral of St. John The Divine,0.3389999999999999,0.445,9.0,-6.573,1.0,0.0279999999999999,0.723,1.82e-06,0.774,0.1369999999999999,78.315,43
Mariah Carey,3qbk6mMqQnhpjmcaB8PMVr,Santa Claus Is Comin' to Town - Live at The Cathedral of St. John The Divine,0.556,0.865,6.0,-4.9910000000000005,1.0,0.186,0.696,0.0,0.7040000000000001,0.4429999999999999,143.106,43
Mariah Carey,0UCrXrjcRBEsB1VnpEmd4K,Oh Santa!,0.655,0.87,1.0,-5.6160000000000005,0.0,0.173,0.0184,1.91e-05,0.286,0.5329999999999999,78.48100000000001,46
Mariah Carey,2YHvpXUKEwFl75ia6p3W61,Christmas Time Is in the Air Again,0.278,0.302,2.0,-10.832,1.0,0.0294,0.797,0.0,0.12,0.195,98.441,43
Mariah Carey,0hLwOAorcYaNTrFLQtw69C,The Star,0.564,0.546,11.0,-7.571000000000001,1.0,0.0311,0.289,0.0,0.176,0.136,118.274,43
Mariah Carey,3nUvSLBOIJQVLlHb4YOI0H,Lil Snowman,0.623,0.903,0.0,-2.8960000000000004,1.0,0.0375,0.0283,0.0,0.134,0.787,155.142,41
Mariah Carey,40u3Iw7h7JAkonYNCVe46M,Santa Claus Is Comin' to Town - Anniversary Mix,0.8109999999999999,0.943,0.0,-5.632000000000001,1.0,0.0812,0.0207,0.0011,0.0542,0.848,148.018,41
Mariah Carey,7e3gv0yJdDQRiYpWIzsKT3,All I Want for Christmas Is You (feat. Jermaine Dupri & Lil Bow Wow) - So So Def Remix,0.757,0.633,6.0,-9.757,1.0,0.158,0.3929999999999999,0.0,0.036,0.6609999999999999,127.051,43
Mariah Carey,4I5Hn34v6foGP3ta9Xx0rN,All I Want for Christmas Is You - Mariah's New Dance Mix Extended 2009,0.695,0.652,11.0,-7.827999999999999,0.0,0.0751,0.000441,5.66e-06,0.0667,0.7440000000000001,128.024,41
Mariah Carey,0AOazPAzLjmnQAwspzFqtZ,Joy to the World - Celebration Mix,0.682,0.914,9.0,-6.68,1.0,0.0464,0.0017399999999999,0.113,0.847,0.296,120.378,39
Mariah Carey,0VeBp2T7wETkwVyGs6v8pW,Joy to the World - Flava Mix,0.7170000000000001,0.861,11.0,-7.61,1.0,0.0438,0.000713,0.37,0.129,0.809,120.289,38
Mariah Carey,6YqsIERz8ZznclqMyhNRiu,Sugar Plum Fairy Introlude - Acapella,0.723,0.0596,11.0,-17.657,1.0,0.1669999999999999,0.78,0.00175,0.283,0.474,123.616,45
Ella Fitzgerald,2Hizgc75qBmBOIL8glQ8z9,Frosty The Snowman,0.519,0.514,8.0,-8.085,1.0,0.0689,0.75,0.0,0.29,0.835,78.256,7
Nicki Parrott,3FSkM93UUqfYURsDbDlYyl,Blue Christmas,0.6579999999999999,0.471,0.0,-7.432,1.0,0.0284,0.858,0.000491,0.0881,0.52,114.548,7
Haley Reinhart,3qRnBxG2oCmNfJKZMTySep,Santa Baby,0.7070000000000001,0.373,10.0,-8.354,1.0,0.063,0.47,0.0,0.107,0.514,100.301,47
Ella Fitzgerald,6dSFOAAnZoYBnGVykcGUpm,Sleigh Ride,0.551,0.258,1.0,-12.966,1.0,0.0529,0.779,0.0,0.152,0.6890000000000001,154.861,7
Kelsea Ballerini,2kO5Egy17uFWI9hBP6B37K,My Favorite Things,0.422,0.357,2.0,-9.647,0.0,0.0351,0.679,2.49e-05,0.129,0.41,79.801,50
Jamie Cullum,0W2v26CdnaynHvBM1cF2Sw,It's Christmas,0.446,0.5329999999999999,5.0,-6.1610000000000005,0.0,0.0601,0.5,0.0,0.0875,0.469,137.029,52
Leslie Odom Jr.,7J0cerYwEoX1inloapkWBz,The Christmas Waltz,0.3379999999999999,0.4379999999999999,9.0,-8.415,1.0,0.0478,0.605,0.0,0.381,0.4539999999999999,181.561,49
Count Basie Orchestra,2hxOzBGM5kuWn1UJ0hRLqw,It’s The Holiday Season,0.675,0.472,0.0,-6.131,1.0,0.0312,0.252,0.0,0.154,0.539,119.814,45
"Harry Connick, Jr.",3DY7RPevRunOOtUEvGfMdF,Have a Holly Jolly Christmas,0.56,0.259,0.0,-13.438,1.0,0.0394,0.648,7.52e-05,0.11,0.474,141.023,40
Tony DeSare,4rQn1Re3TpDfMOLjNjhjph,Christmas Home,0.182,0.243,2.0,-10.251,1.0,0.0314,0.895,0.0,0.181,0.0993,98.518,45
Seth MacFarlane,4lrk2zmv9kbETfl4xKDcL9,Little Jack Frost Get Lost,0.6679999999999999,0.3829999999999999,2.0,-6.74,1.0,0.0356,0.732,0.0,0.113,0.631,127.074,45
Kurt Elling,0KIbWpeVKKl2XVLzTWVIA9,Cool Yule,0.601,0.368,5.0,-10.461,1.0,0.1639999999999999,0.431,0.0,0.0795,0.565,146.24,46
Ella Fitzgerald,5E5FWudjIXtUtowNHuEdFd,Rudolph the Red-Nosed Reindeer,0.583,0.298,8.0,-10.106,1.0,0.0492,0.973,0.0,0.295,0.617,119.633,46
Lauren Daigle,2MRpLORsZ2AwJ3nylbUM7U,What Child Is This,0.728,0.344,9.0,-10.672,0.0,0.0388,0.716,0.0,0.1169999999999999,0.387,130.025,51
Seth MacFarlane,37L7EPenK5SI5ydjF8XWNm,A Marshmallow World,0.58,0.447,6.0,-7.031000000000001,1.0,0.0561,0.573,0.0,0.307,0.7340000000000001,139.697,49
Bria Skonberg,2jdEpRJU4fdjLze07ib80N,All I Want for Christmas is You,0.647,0.144,0.0,-13.043,1.0,0.0499,0.826,5.27e-06,0.1009999999999999,0.4579999999999999,119.038,45
Nancy Wilson,7nOQ6mHoT4WUqkzrks8CfI,Let It Snow! Let It Snow! Let It Snow!,0.46,0.294,1.0,-11.533,1.0,0.0339,0.313,0.0,0.191,0.477,120.073,45
David Tobin,6DhxWJ7HouNqikgRX8q6M4,Magical Time Of Year,0.5329999999999999,0.532,0.0,-7.124,1.0,0.0515,0.4639999999999999,0.0,0.345,0.7559999999999999,144.55100000000002,46
Matt Belsante,0UzJq86HhxcMzisUcX2BcV,Home For The Holidays - White Christmas Album Version,0.429,0.265,1.0,-11.933,1.0,0.0304,0.917,0.0001139999999999,0.108,0.445,122.793,46
Nat King Cole,0H1zX27yxoDrsrQA1hk5Uq,O Come All Ye Faithful,0.266,0.217,5.0,-11.745,1.0,0.0326,0.635,7.76e-06,0.268,0.196,112.046,56
Jane Monheit,1dpM2N7IkTM1gSUtomiE9F,Moonlight In Vermont,0.392,0.186,0.0,-13.841,1.0,0.0355,0.965,0.000108,0.0965,0.0719,130.317,42
Bing Crosby,5lBGSaM1xmAMxP4cpuL0mX,Here Comes Santa Claus (Right Down Santa Claus Lane) - Single Version,0.669,0.299,1.0,-8.546,1.0,0.0445,0.841,0.0,0.155,0.7490000000000001,151.683,9
Tony Bennett,1qUNMljTcCUraMU82IU7aN,Silver Bells,0.7140000000000001,0.295,0.0,-12.652,1.0,0.0347,0.8340000000000001,0.000192,0.135,0.532,131.566,50
John Tesh,79UsQi6S6mcs73tNdO0O1q,We Wish You The Merriest,0.591,0.615,0.0,-3.759,1.0,0.0367,0.557,0.0,0.0297,0.8690000000000001,80.944,6
Jamie Cullum,7CO9j3NbotOqtajfvM1ilQ,Show Me The Magic,0.601,0.493,5.0,-5.336,0.0,0.0425,0.26,0.0,0.249,0.578,123.645,51
Ledisi,7DESENONjlQosUbxToDKOy,What Are You Doing New Year's Eve?,0.462,0.349,1.0,-10.096,1.0,0.0372,0.7979999999999999,3.01e-06,0.0952,0.2319999999999999,112.071,45
Diana Krall,4ylXKnf5PQdCcOiXzKGysV,Jingle Bells,0.499,0.5489999999999999,3.0,-5.876,1.0,0.349,0.358,0.0,0.0958,0.605,202.441,47
Laura Pausini,7GnLmHGeDJNwIHcRvbfGxM,Jingle Bell Rock (with The Patrick Williams Orchestra),0.706,0.445,1.0,-8.234,1.0,0.0405,0.405,0.0,0.0638,0.626,120.063,6
John Legend,5xaV3gdr0AZH2S4bWIPkUv,Christmas Time Is Here,0.4639999999999999,0.489,0.0,-8.308,1.0,0.0327,0.16,2.01e-05,0.12,0.414,112.197,52
